queryid,documentid,answer,exact,f1
693636,3474441,if you are writing about solar power,0,0.1111111111111111
652556,3474578,In any right triangle,0,0.20512820512820512
693469,3475014,to regulate the beating of the heart,0,0.2702702702702703
1016406,3475347,Bound ribosomes,0,0.6666666666666666
328704,3475755,48 hours,0,0.13333333333333333
149670,347577,Acrylics,1,1.0
302878,3475823,just under 20 milligrams,0,0.4444444444444445
742446,347594,echocardiogram,0,0.0
742446,347597,non-invasive test to look at the structure and motion of heart function,0,0.4313725490196079
742446,347599,echocardiogram,0,0.0909090909090909
742446,347601,echocardiogram,0,0.0689655172413793
1084603,3476139,"patient care, pharmacology and mental health treatment",0,0.9333333333333333
695240,3476922,"treating diseases, injuries, and malformations of the feet",0,0.7777777777777778
1006911,3476927,the specialized field dealing with the study and care of the foot,0,0.9473684210526316
695240,3476927,the specialized field dealing with the study and care of the foot,0,0.5625
327750,3477138,20%,0,0.0689655172413793
815618,3477175,a small body,0,0.17391304347826084
283548,3477292,160,0,0.4
580411,3478530,real estate development and construction,0,0.0
921621,3478633,The Ellen Show,1,1.0
984178,347877,"Athens-Clarke County, GA",0,0.8
984178,347878,Hart County,0,0.4444444444444445
984178,347881,Hartwell Northeast Georgia Mountains. In Hartwell's historic square,0,0.6666666666666666
771170,3479089,87.969 Earth days,0,0.5454545454545454
771170,3479091,87.969 Earth days,0,0.5454545454545454
227992,347918,indirectly electing the President of the United States,0,0.3157894736842105
282411,3480057,17,0,0.4
773155,3480181,the natural shedding of old feathers and growth of new ones,0,0.9090909090909091
61882,3480300,Gallstones,0,0.0
700871,348034,"specially designed instruction, support, and services",0,0.125
441128,3480491,Antibiotic Classes,0,0.0
433579,3480515,a mortgage issued for an amount greater than the conforming limits,1,1.0
433579,3480516,a mortgage issued for an amount greater than the conforming limits,0,0.5333333333333333
788431,3481238,SUPERFAST,0,0.08333333333333333
1097213,3481762,four,0,0.08333333333333333
866428,3482025,deep cycle batteries,1,1.0
208339,348215,16.5 ft,0,0.2222222222222222
157580,348261,calcium and iron,0,0.5
157580,348263,traditionally a good source of calcium and iron,0,0.6
1089706,3482914,Optimum Temperature,0,0.5
1005595,3483060,signed numbers,0,0.0
1003114,3483336,"Shaker Heights, Ohio",0,0.6666666666666666
810394,348358,vomiting,0,0.0
1079959,3484009,21 of the 25 most venomous snakes in the world live in Australia,0,0.0
987100,3484219,beneath the surface,0,0.6666666666666666
512685,3484691,hot,0,0.0
330560,3485018,a few inches,0,0.21052631578947367
832188,3485193,feeling,0,0.08695652173913045
636188,3485622,"unemployment insurance benefits, re-employment services, and some economic statistics",0,0.0
1023782,3485851,global elite,0,0.5714285714285715
1092120,3486247,"1,200 calories a day",0,0.24000000000000002
1097723,34863,amount of time,0,0.11538461538461538
942651,3486300,1967,1,1.0
404713,3486544,oat bran is considered a whole grain,0,0.33333333333333337
554738,3486692,"reaction with oxygen, reactivity, combustivity, burning",0,0.6666666666666666
97766,3486971,a convention of delegates called together from the Thirteen Colonies,0,0.6666666666666666
1097674,3486993,4-6 months,0,0.8
1100875,3487039,reduce the risk dehydration,0,0.7499999999999999
1000906,3487063,around the world,0,0.10256410256410257
1052585,3487476,Marion Robert Morrison,1,1.0
1052585,3487481,Marion Robert Morrison,0,0.6666666666666666
798945,3488023,staining something,0,0.2222222222222222
798945,3488026,A process of determining by visual or electronic observation,0,0.3076923076923077
424753,3488515,Stock markets are closed Good Friday April 30,0,0.6666666666666666
192502,3488869,to produce immune cells to fight antigens,0,0.4117647058823529
863817,3489654,gum,0,0.6666666666666666
1089678,3489725,Hot liquids,0,0.19999999999999998
635626,3490067,all of the major and most of the minor muscles,0,0.7272727272727273
290779,3490342,4,0,0.6666666666666666
1046750,3490907,Carol Ann Susi,1,1.0
905057,3490952,summer,0,0.0
1022782,3491064,$81.42,0,0.0392156862745098
1070867,349123,work and character traits,0,0.03636363636363636
1070867,349124,It describes the skills and competencies that are needed to perform the role,0,0.3793103448275862
837467,3491404,San Marino,0,0.2857142857142857
933946,349166,8.4 pounds,0,0.2222222222222222
1097619,3491938,"2,000-mile",0,0.6666666666666666
1030230,3492078,Average temperatures,0,0.2222222222222222
1030230,3492082,The daily high temperatures range from 17 C to 22°,0,0.46153846153846156
1060868,3492205,5% of 100,0,0.0
920885,3492318,World War II,0,0.11320754716981131
920885,3492319,World War II,0,0.18181818181818182
920885,3492320,Germany and in Eastern Europe,0,0.9090909090909091
127876,3492431,a piece of) cloth,0,0.20689655172413793
771734,3492823,"$47,667",0,0.1111111111111111
771734,3492825,"$47,667",0,0.4
771734,3492827,"$47,667",1,1.0
771734,3492829,"$47,667",0,0.1111111111111111
87701,349346,Fungus,0,0.0
704072,3493680,a nine digit bank code,0,0.2285714285714286
761388,3493819,hip flexor strain,0,0.0
1026098,3493995,Kitzmiller,0,0.14285714285714288
658498,3494121,Godfrey Myles,1,1.0
403388,3494558,Aspirin is one of the oldest and most trusted analgesics,0,0.3783783783783784
237561,3494682,As magnesium burns with a bright light,0,0.23076923076923078
237561,3494684,to convert castiron in to ductileiron in pipe manufacturing industries,1,1.0
542431,3494904,"dog appears thirsty, give a small amount of water or ice cubes to lick",0,0.8695652173913044
568895,3494983,osteoarthritis and rheumatoid arthritis,0,0.5333333333333333
581975,3495077,Fiber,0,0.0
478295,3495449,"48,035",0,0.2857142857142857
246626,3495927,30 years or more,0,0.6153846153846153
1027373,3495964,physiatrist,0,0.1
436586,3496047,Aurora,0,0.6666666666666666
984075,3496160,between Whiterun and Hjaalmarch,0,0.3076923076923077
357664,3496311,using an extract function,0,0.14634146341463414
1035247,3496803,Dark Cabinet Finishes,0,0.0
914368,3497163,"coarse-grained, intrusive igneous",0,0.3157894736842105
306105,3497430,108 to 118 lb,0,0.6666666666666666
1007242,3497503,1922,0,0.6666666666666666
649110,349774,to pull pieces off,0,0.5714285714285715
649110,349775,to cause this to happen to something,0,0.5384615384615384
910870,3497990,Porsche 911 Carrera,1,1.0
1097619,3499498,155 kilometers (96 miles) long,0,0.7692307692307693
245416,35000,15-20 minutes,0,0.3636363636363636
245416,35002,10-15 minutes,1,1.0
245416,35003,15 minutes,1,1.0
1086439,3500470,brain and spinal cord,1,1.0
830531,3500516,"$17,500",0,0.05
1019405,3501315,topsoil,1,1.0
910622,3502127,chemical,0,0.6666666666666666
57402,3502235,Whitney Bank,1,1.0
1013367,3502617,Feeling sad or down.,1,1.0
1059820,350285,president,0,0.0
1016915,3503678,clean water and a clean bowl,0,0.7142857142857143
1016013,3504147,Photosynthetic cells,0,0.2
523952,3504349,"Moving..... without rotating, resizing or anything else, just moving",0,0.782608695652174
614286,3504401,Bucks County,1,1.0
614286,3504403,Bucks County,1,1.0
530602,3504996,Organizational structures can be tall,0,0.4
1097723,350523,at least 10 years,0,0.2758620689655173
577930,3505819,Choose your audience and budget,0,0.2222222222222222
237370,3505964,as a compound with other items,0,0.21621621621621623
1092858,3506480,PEComa,0,0.08695652173913045
1075713,3507284,to establish international institutions of IMF and World Bank and to prevent another economic depression,0,0.4545454545454545
508316,3507415,obsessive and compulsive behaviors,0,0.0
323998,3509541,3.5 ounces of the beans gets you 140 milligrams worth,0,0.6923076923076924
323998,3509542,140 milligrams worth,0,0.3
1087835,3509615,Second Amendment,1,1.0
420934,3510243,allied health profession,0,0.21428571428571425
1066116,3510638,a chemical called prostaglandin,0,0.35294117647058826
299350,3511168,three,0,0.25
690801,351175,mesoscale convective vortex,0,0.13636363636363635
807845,3512201,reservation,0,0.0
511861,3512645,-15 F,0,0.12121212121212122
616415,3512934,1775 to 1783,0,0.5
1100980,3513345,interphase,1,1.0
249176,3513997,6 to 8 hours,0,0.10526315789473685
249176,3513998,21 days,0,0.3636363636363636
283154,3514130,more than 301 episodes,0,0.3333333333333333
283154,3514133,220,0,0.4
995805,351531,VITAMIN B6,0,0.5
537761,351532,"obesity, high blood pressure, psoriasis",0,0.2222222222222222
1096227,3516758,$95,0,0.10526315789473684
1083627,3517285,great merriment,0,0.25
828093,351734,800 feet,0,0.6666666666666666
530602,3517877,matrix structure,0,0.2222222222222222
809933,3518692,Tōkyō,0,0.2857142857142857
1087129,3518960,Our system is complex and the cost drivers. are numerous,0,0.09999999999999999
992193,3519189,Herbert Spencer,0,0.0
1054186,3519411,Good cholesterol,0,0.4444444444444445
402318,3519518,generally soluble in water,0,0.5333333333333333
1086279,3519733,separation of the fetus and placenta from the uterine wall,0,0.33333333333333337
745746,3519830,Very little job growth,0,0.0
242103,3520742,1 to 2 weeks,0,0.6
713448,3520763,electrical test of your nerves and muscles,0,0.23333333333333334
462301,3521598,sleep paralysis,0,0.0
462301,3521599,hypersomnia,0,0.15384615384615385
1101995,3521904,"a tasteless food, but tofu isn't meant to be a flavor agent",0,0.14634146341463414
26079,3522281,Veterinarians are doctors who work with animals,1,1.0
1005520,3522403,800 888 877 866,0,0.5333333333333333
1069313,3522585,PDE5 inhibitor,0,0.1111111111111111
653187,3522667,either the current or forthcoming astrological age,0,0.3076923076923077
593135,3523070,"excess caffeine , eye strain or stress",0,0.5
481341,3523198,$3.35,0,0.4
852037,3523544,Glycosidic Bonds,0,0.05
135386,3523772,the ability to imagine things that are not real,0,0.4210526315789474
135386,3523773,the ability to imagine things that are not real,0,0.32
855725,3523951,"nine-week period between June 13 – August 12, 2016",0,0.8181818181818181
770167,3524073,insistence,0,0.25
568585,3524614,a misdemeanor,0,0.03389830508474576
568585,3524620,forgery and face severe criminal penalties,0,0.09999999999999999
884870,3524756,surrounding organs,0,0.3636363636363636
884870,3524762,surrounding organs,0,0.3636363636363636
886382,3524777,12.5%),0,0.0
736713,3524832,Swiss franc,1,1.0
1061167,3525378,two branches,0,0.09302325581395349
1079959,3525746,7 of the worlds 10 most poisonous snakes live in Australia,1,1.0
548673,3526002,GNU Wget,0,0.1
617167,3526254,15th of March,0,0.6
710914,3526368,an advanced skill set,0,0.19354838709677416
1026258,3526540,Joseph Nicephore Nicéphore,0,0.25
1026258,3526541,Joseph Nicephore Nicéphore,0,0.25
1026258,3526542,Joseph Nicephore Nicéphore,0,0.25
594831,3526627,CBS Paramount Television,0,0.7499999999999999
1016406,3527032,endoplasmic reticulum,1,1.0
340006,3527754,between 15 and 30 minutes,0,0.5
632394,3528150,moisturizes without clogging pores,0,0.5714285714285715
755040,3528276,a developmental categorization of portions of the central nervous system in vertebrates,0,0.6206896551724138
434462,3528424,"Kindle 2: B002, B003",0,0.07142857142857142
884533,352863,the part of the large intestine that is closest to the rectum and anus,0,0.8148148148148148
1087603,3528790,one of the oldest domesticated crops,0,0.09523809523809523
298113,3529265,24,0,0.19999999999999998
298113,3529269,24,0,0.33333333333333337
1000906,3529415,in the waters of the United States and its territories,0,0.38095238095238093
1000906,3529416,"clear, tropical oceans",0,0.8
1000906,3529417,in the waters of the United States and its territories,0,0.38095238095238093
979713,352960,Henderson County,0,0.3636363636363636
590861,3529956,water pressure is too high,1,1.0
1097585,3530398,over 2 million,0,0.2608695652173913
1008830,3530406,Qing Dynasty,0,0.8
1017830,3531750,late spring / early summer,0,0.23529411764705882
953445,3532007,2:36:02pm,0,0.08333333333333333
393420,3532116,a metaphorical region of political influences surrounding a country,0,0.7777777777777778
953445,3532613,"August 21, 2017",0,0.21428571428571425
1084197,3533123,1/3 (often. 40%) of the recovery,0,0.3571428571428571
1013424,35332,educate the public and foster an appreciation of the animals,0,0.2745098039215686
1013424,35334,educate the public and foster an appreciation of the animals,0,0.2641509433962264
1087532,3534145,atoms of different elements,0,0.16666666666666669
907127,3534174,Green Tea,0,0.2666666666666667
924047,3534367,gold and silver alloy,1,1.0
844594,353481,replacement of dead skin cells,0,0.45454545454545453
520636,353496,A regularly-shaped slab of clay or other material,0,0.5
520636,353501,a thin flat slab of fired clay used for roofing,0,0.5142857142857142
1101365,3535881,"26,686",0,0.125
1101365,3535886,"26,686",0,0.125
28216,3536277,6 weeks,0,0.2666666666666667
43649,3536642,"$60,925",0,0.0689655172413793
43649,3536649,"$61,062",0,0.1111111111111111
1098111,3536744,1-3 days,0,0.23529411764705882
783781,3537100,368.12,0,0.0
1079785,3537266,The Population Clock,0,0.16
1079785,3537268,7.2 billion,0,0.07692307692307693
1095058,3537927,between 7 and 10 days after ovulation,0,0.5384615384615384
815580,3538003,The ability to share the feelings of another,0,0.5
988294,353814,Northwest side of Africa,0,0.6666666666666666
988294,353823,southern tip of Africa,0,0.6666666666666666
944194,3538324,after their fifth birthday,0,0.2857142857142857
1090165,3538813,1a : destitute of knowledge or education an ignorant society,0,0.9333333333333333
1028131,3539188,"Brunei, Qatar, Oman",0,0.1904761904761905
1028131,3539196,Saudi Arabia,0,0.3076923076923077
691141,3539210,fridge with a capacity of less than 5.5 cubic feet,0,0.782608695652174
507934,3539388,seizures,0,0.14285714285714288
36473,3539510,"$95,776",0,0.1
36388,3539512,"$60,000",0,0.2222222222222222
989296,3539997,a fictional character in the Naruto manga and anime series,0,0.5925925925925926
123529,3540021,"a disease that affects the nervous system, joints, and skin.",1,1.0
1083686,3540293,your family owns more than a house,0,0.2
868598,3540392,written and practical examinations,0,0.32
1099105,3540590,four days before your period is due,0,0.2916666666666667
524447,3541560,compression therapy,0,0.14285714285714288
834848,3540647,Volar Radial Carpal artery,0,0.5
555458,3541247,Bed bug bites,0,0.0
384845,3541837,when there is no remote-or shutter button,0,0.30434782608695654
384845,3541842,you can either use the self-timer on your cell phone,0,0.42857142857142855
62411,3541964,feel free to open one up for him,0,0.5
974808,3542198,"Osage County, Oklahoma",0,0.3157894736842105
89418,3542837,dog pen,0,0.125
741267,3543461,Any drama written in verse which is meant to be spoken,0,0.7586206896551725
241246,3544432,5 minutes or even longer,0,0.5555555555555556
47741,3545586,$9 per yard,0,0.12244897959183672
755465,3545657,the group consisting of all modern and extinct Great Apes,0,0.5454545454545454
